id,Date,Weekday,User_NO,Stationery_NO,Count
6494,2005-06-02,3,4,6,1
6495,2005-06-02,3,3,1,4
6496,2005-06-02,3,4,3,12
6497,2005-06-02,3,1,6,7
6498,2005-06-06,0,3,6,1
6499,2005-06-06,0,2,2,3
6500,2005-06-06,0,1,1,10
6501,2005-06-06,0,3,5,4
6502,2005-06-06,0,2,3,3
6503,2005-06-06,0,4,6,9
6504,2005-06-06,0,2,3,7
6505,2005-06-06,0,3,4,6
6506,2005-06-07,1,3,1,1
6507,2005-06-07,1,1,3,10
6508,2005-06-07,1,2,4,2
6509,2005-06-08,2,1,5,5
6510,2005-06-08,2,1,2,6
6511,2005-06-08,2,2,3,5
6512,2005-06-08,2,3,1,5
6513,2005-06-08,2,1,6,7
6514,2005-06-08,2,2,4,13
6515,2005-06-09,3,1,4,1
6516,2005-06-09,3,2,5,6
6517,2005-06-09,3,1,2,2
6518,2005-06-09,3,2,4,1
6519,2005-06-09,3,3,6,7
6520,2005-06-09,3,4,1,6
6521,2005-06-09,3,1,3,2
6522,2005-06-09,3,4,3,14
6523,2005-06-10,4,3,1,1
6524,2005-06-10,4,4,2,11
6525,2005-06-10,4,1,3,1
6526,2005-06-10,4,3,6,6
6527,2005-06-10,4,3,4,5
6528,2005-06-10,4,2,5,3
6529,2005-06-13,0,3,4,16
6530,2005-06-14,1,4,3,3
6531,2005-06-14,1,2,2,2
6532,2005-06-14,1,4,5,8
6533,2005-06-14,1,3,1,9
6534,2005-06-14,1,4,4,8
6535,2005-06-14,1,1,2,4
6536,2005-06-14,1,2,6,9
6537,2005-06-15,2,1,1,2
6538,2005-06-15,2,1,3,4
6539,2005-06-16,3,1,6,1
6540,2005-06-16,3,1,1,2
6541,2005-06-16,3,1,3,10
6542,2005-06-16,3,3,2,1
6543,2005-06-16,3,2,5,6
6544,2005-06-16,3,1,4,8
6545,2005-06-17,4,2,2,5
6546,2005-06-17,4,2,4,9
6547,2005-06-17,4,3,1,9
6548,2005-06-17,4,3,3,4
6549,2005-06-17,4,3,5,8
6550,2005-06-17,4,3,6,8
6551,2005-06-20,0,3,3,4
6552,2005-06-20,0,3,1,10
6553,2005-06-20,0,1,2,7
6554,2005-06-20,0,1,5,4
6555,2005-06-20,0,1,6,12
6556,2005-06-21,1,4,1,8
6557,2005-06-22,2,4,1,7
6558,2005-06-22,2,3,6,11
6559,2005-06-22,2,3,2,3
6560,2005-06-22,2,1,3,14
6561,2005-06-22,2,1,4,1
6562,2005-06-23,3,3,1,13
6563,2005-06-23,3,3,3,9
6564,2005-06-23,3,3,2,9
6565,2005-06-23,3,2,6,10
6566,2005-06-23,3,4,4,1
6567,2005-06-23,3,4,5,2
6568,2005-06-24,4,3,2,8
6569,2005-06-24,4,4,1,11
6570,2005-06-24,4,3,3,1
6571,2005-06-24,4,3,6,2
6572,2005-06-27,0,3,6,3
6573,2005-06-27,0,3,1,4
6574,2005-06-27,0,1,2,7
6575,2005-06-27,0,4,4,2
6576,2005-06-27,0,1,5,4
6577,2005-06-27,0,1,3,3
6578,2005-06-28,1,1,5,5
6579,2005-06-28,1,4,1,12
6580,2005-06-28,1,1,4,1
6581,2005-06-28,1,3,6,10
6582,2005-06-28,1,3,3,7
6583,2005-06-28,1,4,2,3
6584,2005-06-29,2,1,2,5
6585,2005-06-29,2,4,3,3
6586,2005-06-29,2,4,1,2
6587,2005-06-30,3,1,6,1
6588,2005-06-30,3,3,3,1
6589,2005-06-30,3,3,5,6
6590,2005-06-30,3,3,2,1
6591,2005-06-30,3,4,1,1
6592,2005-06-30,3,4,4,7
6593,2005-06-30,3,4,3,2
6594,2005-07-01,4,3,4,9
6595,2005-07-01,4,4,3,2
6596,2005-07-01,4,1,2,2
6597,2005-07-01,4,3,1,5
6598,2005-07-01,4,3,5,5
6599,2005-07-01,4,2,6,6
6600,2005-07-04,0,3,5,4
6601,2005-07-04,0,1,4,5
6602,2005-07-04,0,2,3,5
6603,2005-07-04,0,2,6,7
6604,2005-07-04,0,1,2,10
6605,2005-07-04,0,1,1,1
6606,2005-07-05,1,4,2,1
6607,2005-07-07,3,1,5,6
6608,2005-07-07,3,1,6,9
6609,2005-07-07,3,2,2,4
6610,2005-07-07,3,4,1,4
6611,2005-07-07,3,4,3,1
6612,2005-07-07,3,1,4,2
6613,2005-07-07,3,4,4,4
6614,2005-07-08,4,4,5,7
6615,2005-07-08,4,1,6,8
6616,2005-07-08,4,4,1,3
6617,2005-07-08,4,1,4,2
6618,2005-07-08,4,4,2,12
6619,2005-07-08,4,2,3,4
6620,2005-07-08,4,2,4,10
6621,2005-07-11,0,2,5,14
6622,2005-07-11,0,4,6,3
6623,2005-07-11,0,1,2,6
6624,2005-07-11,0,2,4,2
6625,2005-07-11,0,4,3,7
6626,2005-07-11,0,2,1,8
6627,2005-07-12,1,4,3,9
6628,2005-07-12,1,1,1,5
6629,2005-07-12,1,2,6,6
6630,2005-07-12,1,1,2,4
6631,2005-07-12,1,1,4,7
6632,2005-07-13,2,3,6,11
6633,2005-07-13,2,1,4,6
6634,2005-07-13,2,3,3,2
6635,2005-07-13,2,2,5,4
6636,2005-07-14,3,1,2,4
6637,2005-07-14,3,2,3,2
6638,2005-07-14,3,4,4,2
6639,2005-07-14,3,2,6,7
6640,2005-07-14,3,1,1,5
6641,2005-07-14,3,3,5,12
6642,2005-07-15,4,1,2,18
6643,2005-07-15,4,3,4,10
6644,2005-07-15,4,4,3,5
6645,2005-07-15,4,3,1,6
6646,2005-07-15,4,4,5,1
6647,2005-07-15,4,1,6,2
6648,2005-07-18,0,2,1,14
6649,2005-07-18,0,2,6,3
6650,2005-07-18,0,2,4,15
6651,2005-07-18,0,4,5,6
6652,2005-07-18,0,1,3,14
6653,2005-07-19,1,3,1,6
6654,2005-07-19,1,4,2,2
6655,2005-07-20,2,1,2,10
6656,2005-07-20,2,1,1,11
6657,2005-07-20,2,3,5,5
6658,2005-07-20,2,1,6,4
6659,2005-07-20,2,3,4,11
6660,2005-07-20,2,3,3,17
6661,2005-07-21,3,3,2,1
6662,2005-07-21,3,4,3,6
6663,2005-07-21,3,3,1,1
6664,2005-07-21,3,1,6,10
6665,2005-07-22,4,2,5,1
6666,2005-07-22,4,2,2,16
6667,2005-07-22,4,3,1,1
6668,2005-07-22,4,4,3,3
6669,2005-07-22,4,4,4,12
6670,2005-07-22,4,1,6,10
6671,2005-07-25,0,4,4,5
6672,2005-07-25,0,4,5,6
6673,2005-07-25,0,2,3,2
6674,2005-07-25,0,3,1,2
6675,2005-07-25,0,4,6,12
6676,2005-07-25,0,4,2,7
6677,2005-07-26,1,2,2,3
6678,2005-07-26,1,1,5,1
6679,2005-07-26,1,1,4,4
6680,2005-07-26,1,1,6,8
6681,2005-07-26,1,3,3,6
6682,2005-07-26,1,3,1,2
6683,2005-07-27,2,1,1,3
6684,2005-07-27,2,1,4,3
6685,2005-07-27,2,3,5,3
6686,2005-07-27,2,3,2,7
6687,2005-07-27,2,3,3,11
6688,2005-07-27,2,3,6,12
6689,2005-07-28,3,3,2,13
6690,2005-07-28,3,3,1,10
6691,2005-07-28,3,2,5,7
6692,2005-07-28,3,4,4,12
6693,2005-07-28,3,4,3,2
6694,2005-07-28,3,3,6,13
6695,2005-07-29,4,4,6,2
6696,2005-07-29,4,3,4,1
6697,2005-07-29,4,3,1,12
6698,2005-07-29,4,1,5,4
6699,2005-07-29,4,2,3,5
6700,2005-07-29,4,1,2,7
6701,2005-08-01,0,1,1,4
6702,2005-08-01,0,4,5,8
6703,2005-08-01,0,2,4,10
6704,2005-08-01,0,4,3,11
6705,2005-08-01,0,1,6,1
6706,2005-08-01,0,2,2,3
6707,2005-08-02,1,1,3,5
6708,2005-08-03,2,1,6,4
6709,2005-08-03,2,1,4,14
6710,2005-08-03,2,1,3,1
6711,2005-08-03,2,3,5,1
6712,2005-08-03,2,1,2,4
6713,2005-08-03,2,4,1,11
6714,2005-08-04,3,2,2,5
6715,2005-08-04,3,3,5,7
6716,2005-08-05,4,4,3,3
6717,2005-08-05,4,3,5,7
6718,2005-08-05,4,2,1,9
6719,2005-08-05,4,3,4,1
6720,2005-08-05,4,1,6,9
6721,2005-08-05,4,3,2,9
6722,2005-08-08,0,1,2,2
6723,2005-08-08,0,3,6,1
6724,2005-08-08,0,3,1,4
6725,2005-08-08,0,3,3,3
6726,2005-08-08,0,3,4,2
6727,2005-08-08,0,4,5,7
6728,2005-08-08,0,4,4,4
6729,2005-08-09,1,3,5,2
6730,2005-08-09,1,4,1,3
6731,2005-08-09,1,1,4,18
6732,2005-08-09,1,1,2,1
6733,2005-08-09,1,2,6,8
6734,2005-08-10,2,3,1,7
6735,2005-08-10,2,1,6,1
6736,2005-08-10,2,3,6,8
6737,2005-08-10,2,1,3,3
6738,2005-08-10,2,2,5,2
6739,2005-08-10,2,1,4,14
6740,2005-08-10,2,2,2,16
6741,2005-08-11,3,1,3,3
6742,2005-08-11,3,2,6,7
6743,2005-08-11,3,4,4,2
6744,2005-08-11,3,1,1,10
6745,2005-08-15,0,3,5,7
6746,2005-08-15,0,1,1,8
6747,2005-08-15,0,3,2,3
6748,2005-08-15,0,1,3,5
6749,2005-08-15,0,4,4,4
6750,2005-08-16,1,3,3,8
6751,2005-08-16,1,4,2,10
6752,2005-08-16,1,3,1,5
6753,2005-08-16,1,2,5,11
6754,2005-08-16,1,3,4,2
6755,2005-08-16,1,2,6,4
6756,2005-08-17,2,3,2,5
6757,2005-08-17,2,3,4,5
6758,2005-08-17,2,3,5,5
6759,2005-08-17,2,3,1,4
6760,2005-08-17,2,2,6,5
6761,2005-08-17,2,1,3,1
6762,2005-08-18,3,3,1,5
6763,2005-08-18,3,2,4,2
6764,2005-08-18,3,3,2,1
6765,2005-08-18,3,2,6,1
6766,2005-08-18,3,1,3,12
6767,2005-08-18,3,1,5,10
6768,2005-08-19,4,3,4,6
6769,2005-08-19,4,4,3,4
6770,2005-08-19,4,3,1,6
6771,2005-08-19,4,4,2,3
6772,2005-08-19,4,3,6,7
6773,2005-08-22,0,3,4,9
6774,2005-08-22,0,3,2,5
6775,2005-08-22,0,1,3,4
6776,2005-08-22,0,2,5,6
6777,2005-08-22,0,4,6,3
6778,2005-08-22,0,2,1,1
6779,2005-08-23,1,2,4,11
6780,2005-08-23,1,2,1,7
6781,2005-08-23,1,2,2,2
6782,2005-08-23,1,2,3,3
6783,2005-08-24,2,2,1,5
6784,2005-08-24,2,3,6,17
6785,2005-08-24,2,2,4,6
6786,2005-08-24,2,4,3,3
6787,2005-08-25,3,4,4,4
6788,2005-08-25,3,3,6,14
6789,2005-08-25,3,3,2,9
6790,2005-08-25,3,4,3,4
6791,2005-08-25,3,1,5,14
6792,2005-08-25,3,3,1,4
6793,2005-08-26,4,1,4,10
6794,2005-08-26,4,4,5,6
6795,2005-08-29,0,3,1,12
6796,2005-08-29,0,4,4,13
6797,2005-08-29,0,1,2,7
6798,2005-08-29,0,2,5,6
6799,2005-08-29,0,3,3,4
6800,2005-08-29,0,2,6,6
6801,2005-08-30,1,4,2,15
6802,2005-08-30,1,1,6,11
6803,2005-08-30,1,3,4,7
6804,2005-08-30,1,2,1,11
6805,2005-08-30,1,1,5,3
6806,2005-08-30,1,1,3,7
6807,2005-08-31,2,3,3,7
6808,2005-08-31,2,4,1,1
6809,2005-08-31,2,1,5,7
6810,2005-08-31,2,1,4,4
6811,2005-08-31,2,4,6,4
6812,2005-09-01,3,2,6,2
6813,2005-09-02,4,2,6,8
6814,2005-09-02,4,3,4,8
6815,2005-09-02,4,2,5,11
6816,2005-09-02,4,3,2,13
6817,2005-09-02,4,3,1,3
6818,2005-09-05,0,4,3,15
6819,2005-09-05,0,4,4,6
6820,2005-09-05,0,1,5,2
6821,2005-09-06,1,3,4,7
6822,2005-09-06,1,4,5,9
6823,2005-09-06,1,3,2,3
6824,2005-09-06,1,3,3,6
6825,2005-09-06,1,2,1,17
6826,2005-09-06,1,1,6,2
6827,2005-09-07,2,1,6,15
6828,2005-09-07,2,1,5,7
6829,2005-09-07,2,3,3,2
6830,2005-09-07,2,1,4,14
6831,2005-09-07,2,4,2,15
6832,2005-09-08,3,1,2,6
6833,2005-09-08,3,2,6,5
6834,2005-09-08,3,1,3,1
6835,2005-09-08,3,4,1,2
6836,2005-09-09,4,1,1,13
6837,2005-09-09,4,2,3,10
6838,2005-09-09,4,3,4,3
6839,2005-09-09,4,3,2,1
6840,2005-09-09,4,2,6,16
6841,2005-09-09,4,1,4,14
6842,2005-09-09,4,2,5,2
6843,2005-09-09,4,1,5,18
6844,2005-09-12,0,4,1,4
6845,2005-09-12,0,3,4,3
6846,2005-09-12,0,4,5,6
6847,2005-09-12,0,4,3,8
6848,2005-09-12,0,2,6,5
6849,2005-09-12,0,2,2,3
6850,2005-09-13,1,1,6,11
6851,2005-09-13,1,1,5,4
6852,2005-09-13,1,4,1,1
6853,2005-09-13,1,1,3,3
6854,2005-09-13,1,4,2,10
6855,2005-09-14,2,4,4,9
6856,2005-09-14,2,4,3,3
6857,2005-09-14,2,4,1,1
6858,2005-09-14,2,1,2,1
6859,2005-09-14,2,1,6,3
6860,2005-09-15,3,4,1,8
6861,2005-09-15,3,2,3,5
6862,2005-09-15,3,4,5,3
6863,2005-09-15,3,1,2,4
6864,2005-09-15,3,4,6,5
6865,2005-09-16,4,2,4,5
6866,2005-09-16,4,3,2,3
6867,2005-09-16,4,3,3,5
6868,2005-09-16,4,2,6,1
6869,2005-09-16,4,1,1,7
6870,2005-09-16,4,4,5,16
6871,2005-09-19,0,4,1,6
6872,2005-09-19,0,1,2,6
6873,2005-09-20,1,3,4,6
6874,2005-09-20,1,2,2,1
6875,2005-09-20,1,3,5,4
6876,2005-09-20,1,2,6,8
6877,2005-09-20,1,4,3,2
6878,2005-09-20,1,3,1,9
6879,2005-09-21,2,4,1,4
6880,2005-09-21,2,1,3,7
6881,2005-09-21,2,3,5,4
6882,2005-09-21,2,3,2,6
6883,2005-09-21,2,4,4,8
6884,2005-09-22,3,1,3,10
6885,2005-09-22,3,4,5,2
6886,2005-09-22,3,1,2,7
6887,2005-09-23,4,3,5,13
6888,2005-09-23,4,3,1,1
6889,2005-09-23,4,1,2,9
6890,2005-09-23,4,1,6,1
6891,2005-09-23,4,2,3,4
6892,2005-09-26,0,1,1,8
6893,2005-09-26,0,3,3,5
6894,2005-09-26,0,3,4,18
6895,2005-09-26,0,1,6,3
6896,2005-09-26,0,4,2,3
6897,2005-09-27,1,3,1,2
6898,2005-09-27,1,3,2,4
6899,2005-09-27,1,3,4,17
6900,2005-09-27,1,2,5,18
6901,2005-09-28,2,4,2,4
6902,2005-09-28,2,4,1,1
6903,2005-09-28,2,1,5,6
6904,2005-09-28,2,3,3,4
6905,2005-09-29,3,4,3,1
6906,2005-09-29,3,4,6,7
6907,2005-09-29,3,1,2,6
6908,2005-09-29,3,3,1,1
6909,2005-09-29,3,2,5,3
6910,2005-09-30,4,4,1,7
6911,2005-09-30,4,3,2,6
6912,2005-09-30,4,3,3,7
6913,2005-09-30,4,2,6,1
6914,2005-09-30,4,4,5,2
6915,2005-10-03,0,4,6,5
6916,2005-10-03,0,3,1,3
6917,2005-10-03,0,4,3,9
6918,2005-10-03,0,2,4,5
6919,2005-10-03,0,4,5,1
6920,2005-10-04,1,4,3,4
6921,2005-10-04,1,3,5,4
6922,2005-10-05,2,3,2,1
6923,2005-10-05,2,3,5,6
6924,2005-10-06,3,4,2,16
6925,2005-10-06,3,4,5,8
6926,2005-10-06,3,2,1,6
6927,2005-10-06,3,4,3,5
6928,2005-10-06,3,4,6,9
6929,2005-10-07,4,1,4,11
6930,2005-10-07,4,4,1,7
6931,2005-10-07,4,2,2,3
6932,2005-10-07,4,2,5,15
6933,2005-10-07,4,2,3,10
6934,2005-10-07,4,2,6,6
6935,2005-10-10,0,2,2,8
6936,2005-10-10,0,3,5,2
6937,2005-10-10,0,4,6,1
6938,2005-10-10,0,4,3,8
6939,2005-10-10,0,1,1,8
6940,2005-10-10,0,1,4,4
6941,2005-10-10,0,3,6,6
6942,2005-10-11,1,2,3,1
6943,2005-10-11,1,1,4,4
6944,2005-10-11,1,4,5,3
6945,2005-10-11,1,4,1,9
6946,2005-10-11,1,3,2,12
6947,2005-10-11,1,4,6,2
6948,2005-10-12,2,4,4,11
6949,2005-10-12,2,3,3,1
6950,2005-10-12,2,2,5,13
6951,2005-10-12,2,2,2,8
6952,2005-10-12,2,2,1,10
6953,2005-10-12,2,4,6,12
6954,2005-10-13,3,3,5,1
6955,2005-10-13,3,1,4,7
6956,2005-10-13,3,2,2,1
6957,2005-10-13,3,2,3,6
6958,2005-10-13,3,3,1,6
6959,2005-10-13,3,4,6,6
6960,2005-10-14,4,1,3,15
6961,2005-10-14,4,1,1,7
6962,2005-10-14,4,2,6,7
6963,2005-10-14,4,3,2,1
6964,2005-10-17,0,1,6,7
6965,2005-10-17,0,1,1,9
6966,2005-10-17,0,3,2,5
6967,2005-10-17,0,4,5,4
6968,2005-10-17,0,1,4,5
6969,2005-10-17,0,1,3,3
6970,2005-10-18,1,3,1,6
6971,2005-10-18,1,4,2,1
6972,2005-10-18,1,2,4,9
6973,2005-10-19,2,2,6,3
6974,2005-10-19,2,4,3,6
6975,2005-10-19,2,3,2,10
6976,2005-10-19,2,3,5,4
6977,2005-10-19,2,2,4,11
6978,2005-10-19,2,1,1,2
6979,2005-10-20,3,2,2,1
6980,2005-10-20,3,1,6,7
6981,2005-10-20,3,2,1,2
6982,2005-10-20,3,4,3,3
6983,2005-10-20,3,2,4,1
6984,2005-10-20,3,4,5,13
6985,2005-10-20,3,4,4,13
6986,2005-10-21,4,4,1,2
6987,2005-10-21,4,1,6,7
6988,2005-10-21,4,1,5,16
6989,2005-10-21,4,3,4,4
6990,2005-10-21,4,1,2,1
6991,2005-10-24,0,2,4,7
6992,2005-10-24,0,3,3,10
6993,2005-10-25,1,1,3,15
6994,2005-10-25,1,3,2,11
6995,2005-10-25,1,2,1,17
6996,2005-10-25,1,4,4,2
6997,2005-10-25,1,3,5,14
6998,2005-10-26,2,2,1,7
6999,2005-10-26,2,3,2,7
7000,2005-10-26,2,2,3,3
7001,2005-10-26,2,2,5,8
7002,2005-10-27,3,4,4,11
7003,2005-10-27,3,1,6,7
7004,2005-10-27,3,3,1,3
7005,2005-10-27,3,2,3,2
7006,2005-10-27,3,4,2,3
7007,2005-10-27,3,3,5,2
7008,2005-10-28,4,1,1,5
7009,2005-10-28,4,2,6,5
7010,2005-10-31,0,3,3,3
7011,2005-10-31,0,2,4,1
7012,2005-10-31,0,4,1,4
7013,2005-10-31,0,2,5,5
7014,2005-10-31,0,1,6,6
7015,2005-10-31,0,3,2,2
7016,2005-11-01,1,4,5,6
7017,2005-11-01,1,2,4,13
7018,2005-11-01,1,4,1,6
7019,2005-11-01,1,1,6,1
7020,2005-11-01,1,1,2,4
7021,2005-11-01,1,3,3,1
7022,2005-11-02,2,2,5,1
7023,2005-11-02,2,4,1,9
7024,2005-11-02,2,4,4,4
7025,2005-11-02,2,3,6,12
7026,2005-11-02,2,2,2,11
7027,2005-11-02,2,2,3,4
7028,2005-11-03,3,4,2,3
7029,2005-11-03,3,3,1,3
7030,2005-11-04,4,4,2,2
7031,2005-11-04,4,3,4,3
7032,2005-11-04,4,3,5,4
7033,2005-11-04,4,1,6,5
7034,2005-11-04,4,1,3,3
7035,2005-11-04,4,4,1,1
7036,2005-11-07,0,4,3,1
7037,2005-11-07,0,1,2,2
7038,2005-11-07,0,3,5,3
7039,2005-11-07,0,3,6,13
7040,2005-11-07,0,3,1,7
7041,2005-11-07,0,1,4,2
7042,2005-11-08,1,3,6,5
7043,2005-11-08,1,2,4,4
7044,2005-11-08,1,1,1,3
7045,2005-11-08,1,2,5,4
7046,2005-11-08,1,3,2,1
7047,2005-11-08,1,4,3,8
7048,2005-11-09,2,1,5,16
7049,2005-11-09,2,3,2,9
7050,2005-11-09,2,2,3,4
7051,2005-11-09,2,2,4,3
7052,2005-11-09,2,3,1,1
7053,2005-11-09,2,2,6,5
7054,2005-11-10,3,1,1,10
7055,2005-11-10,3,4,3,1
7056,2005-11-10,3,2,4,7
7057,2005-11-10,3,2,2,5
7058,2005-11-11,4,3,1,11
7059,2005-11-11,4,3,4,1
7060,2005-11-11,4,2,5,13
7061,2005-11-11,4,1,6,1
7062,2005-11-11,4,2,2,9
7063,2005-11-11,4,4,3,10
7064,2005-11-14,0,4,6,6
7065,2005-11-14,0,3,5,8
7066,2005-11-14,0,3,2,1
7067,2005-11-14,0,1,3,3
7068,2005-11-14,0,4,2,4
7069,2005-11-14,0,3,1,12
7070,2005-11-14,0,2,3,7
7071,2005-11-14,0,1,4,1
7072,2005-11-15,1,2,2,3
7073,2005-11-15,1,2,6,6
7074,2005-11-15,1,4,3,1
7075,2005-11-15,1,4,5,3
7076,2005-11-15,1,2,4,2
7077,2005-11-16,2,3,3,2
7078,2005-11-16,2,2,2,7
7079,2005-11-16,2,1,1,10
7080,2005-11-16,2,4,4,9
7081,2005-11-16,2,1,6,1
7082,2005-11-17,3,3,4,8
7083,2005-11-17,3,2,6,7
7084,2005-11-17,3,1,5,3
7085,2005-11-17,3,2,3,1
7086,2005-11-18,4,2,1,5
7087,2005-11-18,4,1,2,3
7088,2005-11-21,0,2,5,10
7089,2005-11-21,0,3,3,12
7090,2005-11-21,0,3,4,1
7091,2005-11-22,1,3,4,12
7092,2005-11-22,1,1,3,2
7093,2005-11-22,1,1,2,3
7094,2005-11-22,1,4,1,7
7095,2005-11-22,1,3,5,4
7096,2005-11-22,1,4,6,8
7097,2005-11-23,2,3,6,10
7098,2005-11-23,2,1,5,5
7099,2005-11-23,2,3,2,12
7100,2005-11-23,2,3,3,8
7101,2005-11-23,2,4,1,6
7102,2005-11-23,2,1,4,4
7103,2005-11-24,3,3,3,4
7104,2005-11-24,3,3,4,6
7105,2005-11-24,3,2,6,5
7106,2005-11-25,4,3,3,3
7107,2005-11-25,4,4,6,12
7108,2005-11-25,4,3,2,4
7109,2005-11-25,4,4,1,8
7110,2005-11-25,4,3,5,5
7111,2005-11-25,4,1,4,7
7112,2005-11-28,0,3,4,1
7113,2005-11-28,0,4,5,3
7114,2005-11-29,1,2,4,8
7115,2005-11-29,1,2,1,10
7116,2005-11-29,1,2,2,4
7117,2005-11-29,1,3,3,1
7118,2005-11-29,1,3,6,7
7119,2005-11-29,1,2,5,4
7120,2005-11-30,2,2,4,12
7121,2005-11-30,2,4,5,6
7122,2005-11-30,2,1,1,10
7123,2005-11-30,2,1,3,6
7124,2005-11-30,2,4,6,5
7125,2005-11-30,2,2,2,15
7126,2005-12-01,3,2,2,7
7127,2005-12-01,3,3,6,1
7128,2005-12-01,3,2,5,2
7129,2005-12-01,3,3,3,8
7130,2005-12-01,3,1,1,11
7131,2005-12-01,3,3,4,5
7132,2005-12-02,4,4,4,15
7133,2005-12-02,4,4,3,8
7134,2005-12-05,0,4,6,12
7135,2005-12-05,0,1,1,4
7136,2005-12-05,0,2,3,6
7137,2005-12-05,0,3,5,2
7138,2005-12-05,0,4,4,4
7139,2005-12-06,1,4,4,4
7140,2005-12-06,1,4,5,8
7141,2005-12-06,1,1,2,8
7142,2005-12-06,1,4,1,4
7143,2005-12-07,2,1,3,10
7144,2005-12-07,2,3,4,10
7145,2005-12-07,2,1,2,13
7146,2005-12-07,2,3,1,1
7147,2005-12-07,2,3,6,3
7148,2005-12-07,2,1,5,7
7149,2005-12-08,3,3,2,1
7150,2005-12-08,3,1,5,3
7151,2005-12-08,3,2,2,7
7152,2005-12-08,3,1,3,10
7153,2005-12-08,3,1,4,3
7154,2005-12-08,3,3,1,2
7155,2005-12-08,3,4,1,4
7156,2005-12-08,3,1,6,10
7157,2005-12-09,4,3,5,1
7158,2005-12-09,4,3,3,4
7159,2005-12-09,4,1,4,5
7160,2005-12-09,4,4,6,2
7161,2005-12-09,4,2,2,10
7162,2005-12-09,4,4,1,11
7163,2005-12-12,0,2,6,6
7164,2005-12-12,0,3,3,11
7165,2005-12-12,0,3,5,9
7166,2005-12-12,0,3,2,1
7167,2005-12-12,0,3,1,13
7168,2005-12-12,0,3,4,1
7169,2005-12-13,1,3,3,14
7170,2005-12-13,1,3,4,5
7171,2005-12-13,1,4,2,3
7172,2005-12-13,1,2,6,7
7173,2005-12-13,1,3,5,2
7174,2005-12-13,1,4,2,5
7175,2005-12-14,2,4,5,12
7176,2005-12-14,2,2,3,2
7177,2005-12-14,2,1,4,8
7178,2005-12-14,2,1,3,12
7179,2005-12-14,2,4,2,8
7180,2005-12-14,2,2,6,3
7181,2005-12-14,2,1,1,2
7182,2005-12-14,2,3,1,4
7183,2005-12-15,3,1,2,4
7184,2005-12-15,3,4,4,10
7185,2005-12-15,3,2,1,4
7186,2005-12-15,3,4,5,4
7187,2005-12-15,3,3,3,2
7188,2005-12-15,3,4,6,4
7189,2005-12-16,4,4,6,7
7190,2005-12-16,4,1,4,12
7191,2005-12-16,4,2,2,8
7192,2005-12-16,4,1,5,5
7193,2005-12-19,0,1,6,5
7194,2005-12-19,0,2,2,8
7195,2005-12-19,0,1,5,9
7196,2005-12-19,0,2,4,1
7197,2005-12-19,0,2,3,9
7198,2005-12-19,0,3,1,5
7199,2005-12-20,1,1,6,9
7200,2005-12-20,1,2,5,5
7201,2005-12-20,1,2,4,6
7202,2005-12-20,1,2,2,1
7203,2005-12-20,1,3,1,4
7204,2005-12-20,1,4,2,2
7205,2005-12-20,1,2,3,4
7206,2005-12-21,2,4,3,5
7207,2005-12-21,2,4,6,12
7208,2005-12-21,2,1,1,1
7209,2005-12-21,2,2,5,5
7210,2005-12-21,2,4,2,4
7211,2005-12-21,2,4,4,2
7212,2005-12-22,3,1,4,3
7213,2005-12-22,3,4,2,8
7214,2005-12-22,3,4,6,2
7215,2005-12-22,3,1,1,11
7216,2005-12-22,3,3,3,7
7217,2005-12-22,3,4,5,8
7218,2005-12-23,4,4,2,7
7219,2005-12-23,4,3,4,1
7220,2005-12-23,4,1,3,7
7221,2005-12-23,4,4,5,9
7222,2005-12-23,4,2,1,10
7223,2005-12-26,0,3,6,1
7224,2005-12-26,0,3,1,1
7225,2005-12-26,0,2,4,2
7226,2005-12-26,0,1,3,3
7227,2005-12-26,0,1,5,14
7228,2005-12-26,0,3,2,2
7229,2005-12-26,0,3,4,1
7230,2005-12-27,1,3,3,3
7231,2005-12-27,1,4,2,9
7232,2005-12-27,1,3,5,8
7233,2005-12-27,1,4,4,2
7234,2005-12-27,1,3,1,7
7235,2005-12-28,2,3,6,2
7236,2005-12-28,2,3,1,3
7237,2005-12-28,2,3,1,1
7238,2005-12-28,2,1,4,3
7239,2005-12-28,2,2,3,2
7240,2005-12-28,2,3,1,9
7241,2005-12-28,2,1,5,15
7242,2005-12-28,2,3,2,12
7243,2005-12-29,3,4,1,1
7244,2005-12-29,3,4,6,3
7245,2005-12-30,4,4,1,3
7246,2005-12-30,4,1,4,7
7247,2005-12-30,4,2,2,1
7248,2005-12-30,4,2,3,1
7249,2005-12-30,4,3,2,3
7250,2005-12-30,4,1,6,4
7251,2005-12-30,4,1,5,3
7252,2006-01-02,0,4,3,7
7253,2006-01-02,0,1,5,1
7254,2006-01-02,0,1,1,2
7255,2006-01-02,0,4,1,1
7256,2006-01-02,0,2,2,10
7257,2006-01-02,0,3,4,1
7258,2006-01-02,0,3,6,5
7259,2006-01-03,1,2,6,3
7260,2006-01-03,1,2,1,2
7261,2006-01-03,1,3,2,16
7262,2006-01-04,2,4,3,6
7263,2006-01-04,2,2,6,4
7264,2006-01-04,2,2,1,5
7265,2006-01-04,2,1,2,1
7266,2006-01-04,2,2,5,3
7267,2006-01-04,2,3,4,2
7268,2006-01-04,2,2,4,1
7269,2006-01-06,4,4,6,9
