id,Date,Weekday,User_NO,Stationery_NO,Price,Count,All_Price
4862,2003-08-04,0,1,1,177807,40,7112280
4863,2003-08-04,0,2,5,76762,27,2072574
4864,2003-08-04,0,3,4,261358,70,18295060
4865,2003-08-05,1,2,2,186992,81,15146352
4866,2003-08-05,1,2,3,54867,89,4883163
4867,2003-08-05,1,1,6,203626,65,13235690
4868,2003-08-05,1,1,5,31973,45,1438785
4869,2003-08-05,1,2,4,98931,83,8211273
4870,2003-08-05,1,2,1,282615,27,7630605
4871,2003-08-06,2,3,6,105434,76,8012984
4872,2003-08-06,2,4,4,120892,70,8462440
4873,2003-08-06,2,1,3,62134,24,1491216
4874,2003-08-06,2,4,6,128055,72,9219960
4875,2003-08-06,2,1,1,39441,88,3470808
4876,2003-08-06,2,4,3,293205,39,11434995
4877,2003-08-06,2,3,2,64239,37,2376843
4878,2003-08-07,3,2,3,21896,62,1357552
4879,2003-08-07,3,4,2,111085,20,2221700
4880,2003-08-07,3,3,5,61190,31,1896890
4881,2003-08-07,3,3,2,239585,96,23000160
4882,2003-08-07,3,3,6,132684,84,11145456
4883,2003-08-08,4,2,5,294097,22,6470134
4884,2003-08-08,4,2,5,82913,39,3233607
4885,2003-08-11,0,2,3,124197,56,6955032
4886,2003-08-11,0,3,5,103785,79,8199015
4887,2003-08-12,1,3,5,65354,62,4051948
4888,2003-08-12,1,4,1,207992,42,8735664
4889,2003-08-12,1,1,2,197673,74,14627802
4890,2003-08-12,1,1,4,2626,65,170690
4891,2003-08-12,1,3,6,167372,51,8535972
4892,2003-08-12,1,4,3,151971,25,3799275
4893,2003-08-12,1,4,3,280182,91,25496562
4894,2003-08-13,2,1,5,144642,57,8244594
4895,2003-08-13,2,1,6,251052,95,23849940
4896,2003-08-13,2,2,3,1760,56,98560
4897,2003-08-13,2,1,3,162357,36,5844852
4898,2003-08-13,2,1,2,52809,41,2165169
4899,2003-08-13,2,1,2,239770,76,18222520
4900,2003-08-13,2,4,1,205787,68,13993516
4901,2003-08-13,2,4,4,197985,46,9107310
4902,2003-08-14,3,1,5,179397,39,6996483
4903,2003-08-14,3,1,1,105310,83,8740730
4904,2003-08-14,3,3,6,213168,36,7674048
4905,2003-08-14,3,3,3,124082,49,6080018
4906,2003-08-14,3,1,4,116243,95,11043085
4907,2003-08-15,4,4,5,134554,96,12917184
4908,2003-08-15,4,4,6,22542,28,631176
4909,2003-08-15,4,1,3,139492,49,6835108
4910,2003-08-15,4,1,1,230708,57,13150356
4911,2003-08-15,4,1,3,214481,42,9008202
4912,2003-08-15,4,2,2,144001,91,13104091
4913,2003-08-15,4,4,4,54094,25,1352350
4914,2003-08-18,0,3,4,51789,47,2434083
4915,2003-08-18,0,3,6,102487,72,7379064
4916,2003-08-18,0,4,5,75485,68,5132980
4917,2003-08-18,0,3,6,182532,82,14967624
4918,2003-08-18,0,1,2,140718,87,12242466
4919,2003-08-18,0,3,6,81276,80,6502080
4920,2003-08-18,0,4,3,111453,79,8804787
4921,2003-08-18,0,1,5,235742,36,8486712
4922,2003-08-18,0,4,1,255680,43,10994240
4923,2003-08-18,0,2,1,127327,86,10950122
4924,2003-08-19,1,2,1,23347,66,1540902
4925,2003-08-19,1,4,3,112787,35,3947545
4926,2003-08-19,1,4,4,281812,44,12399728
4927,2003-08-19,1,2,6,281051,38,10679938
4928,2003-08-19,1,1,2,280984,23,6462632
4929,2003-08-19,1,1,2,252573,78,19700694
4930,2003-08-19,1,4,5,138968,76,10561568
4931,2003-08-20,2,2,4,70140,85,5961900
4932,2003-08-20,2,4,6,212332,29,6157628
4933,2003-08-20,2,2,5,153258,83,12720414
4934,2003-08-21,3,1,2,99567,43,4281381
4935,2003-08-21,3,4,5,293861,43,12636023
4936,2003-08-21,3,3,6,167616,67,11230272
4937,2003-08-21,3,2,3,164509,80,13160720
4938,2003-08-21,3,3,4,32019,97,3105843
4939,2003-08-21,3,4,1,88808,76,6749408
4940,2003-08-22,4,1,4,65628,81,5315868
4941,2003-08-22,4,1,1,173401,92,15952892
4942,2003-08-22,4,3,6,24323,86,2091778
4943,2003-08-22,4,1,5,257470,42,10813740
4944,2003-08-25,0,4,1,241333,78,18823974
4945,2003-08-25,0,1,4,98489,76,7485164
4946,2003-08-25,0,2,2,123539,66,8153574
4947,2003-08-25,0,1,5,189927,94,17853138
4948,2003-08-25,0,1,6,242516,87,21098892
4949,2003-08-26,1,4,3,236178,74,17477172
4950,2003-08-26,1,3,5,249885,89,22239765
4951,2003-08-27,2,4,4,136793,25,3419825
4952,2003-08-27,2,4,5,239067,77,18408159
4953,2003-08-27,2,1,2,191419,56,10719464
4954,2003-08-27,2,4,3,165203,38,6277714
4955,2003-08-27,2,2,6,296182,84,24879288
4956,2003-08-27,2,1,1,22335,56,1250760
4957,2003-08-28,3,3,6,188602,58,10938916
4958,2003-08-28,3,3,1,205907,33,6794931
4959,2003-08-28,3,1,3,128866,71,9149486
4960,2003-08-29,4,1,6,255385,38,9704630
4961,2003-08-29,4,2,5,269335,32,8618720
4962,2003-08-29,4,3,4,46891,21,984711
4963,2003-08-29,4,3,1,215686,34,7333324
4964,2003-08-29,4,2,4,154118,40,6164720
4965,2003-08-29,4,2,3,256037,81,20738997
4966,2003-08-29,4,1,2,298395,50,14919750
4967,2003-08-29,4,1,5,286614,26,7451964
4968,2003-08-29,4,3,5,208238,68,14160184
4969,2003-09-01,0,1,2,68745,30,2062350
4970,2003-09-01,0,3,4,244319,74,18079606
4971,2003-09-01,0,4,6,164293,57,9364701
4972,2003-09-01,0,1,1,25612,95,2433140
4973,2003-09-01,0,1,3,86271,74,6384054
4974,2003-09-01,0,4,5,206549,60,12392940
4975,2003-09-02,1,1,4,91115,82,7471430
4976,2003-09-02,1,1,6,231194,84,19420296
4977,2003-09-03,2,3,5,136679,87,11891073
4978,2003-09-03,2,4,4,50620,51,2581620
4979,2003-09-03,2,2,6,14012,46,644552
4980,2003-09-03,2,3,2,159027,63,10018701
4981,2003-09-03,2,1,3,103608,69,7148952
4982,2003-09-03,2,4,1,104632,68,7114976
4983,2003-09-04,3,3,2,122344,89,10888616
4984,2003-09-04,3,1,4,190180,71,13502780
4985,2003-09-04,3,4,3,114637,57,6534309
4986,2003-09-04,3,1,1,199765,73,14582845
4987,2003-09-04,3,3,4,142642,88,12552496
4988,2003-09-04,3,3,5,270951,87,23572737
4989,2003-09-04,3,4,6,221379,34,7526886
4990,2003-09-04,3,2,6,87998,71,6247858
4991,2003-09-04,3,1,6,22357,69,1542633
4992,2003-09-05,4,4,6,90645,65,5891925
4993,2003-09-05,4,1,1,82668,24,1984032
4994,2003-09-05,4,1,2,65748,68,4470864
4995,2003-09-05,4,3,3,105414,63,6641082
4996,2003-09-05,4,3,4,152131,83,12626873
4997,2003-09-05,4,1,5,73269,29,2124801
4998,2003-09-08,0,1,3,104478,86,8985108
4999,2003-09-08,0,3,5,211976,96,20349696
5000,2003-09-08,0,2,1,150825,92,13875900
5001,2003-09-08,0,4,2,3171,41,130011
5002,2003-09-10,2,4,1,136441,84,11461044
5003,2003-09-10,2,4,3,119521,95,11354495
5004,2003-09-10,2,1,2,45790,69,3159510
5005,2003-09-10,2,2,6,134227,81,10872387
5006,2003-09-10,2,1,5,4738,80,379040
5007,2003-09-10,2,1,4,43280,79,3419120
5008,2003-09-11,3,4,3,76563,31,2373453
5009,2003-09-11,3,3,2,17741,95,1685395
5010,2003-09-11,3,4,3,73303,63,4618089
5011,2003-09-11,3,2,6,101575,45,4570875
5012,2003-09-11,3,4,4,101496,64,6495744
5013,2003-09-12,4,2,1,193564,36,6968304
5014,2003-09-12,4,4,2,240851,98,23603398
5015,2003-09-12,4,4,3,66009,72,4752648
5016,2003-09-12,4,1,5,98892,76,7515792
5017,2003-09-12,4,1,5,12937,57,737409
5018,2003-09-15,0,2,6,52422,62,3250164
5019,2003-09-15,0,2,2,222753,28,6237084
5020,2003-09-15,0,2,4,207524,48,9961152
5021,2003-09-15,0,1,2,222878,36,8023608
5022,2003-09-15,0,1,2,100615,78,7847970
5023,2003-09-15,0,3,5,159200,47,7482400
5024,2003-09-15,0,3,3,147119,66,9709854
5025,2003-09-15,0,2,1,52554,82,4309428
5026,2003-09-16,1,1,1,167868,99,16618932
5027,2003-09-16,1,3,6,64539,65,4195035
5028,2003-09-16,1,1,4,102201,35,3577035
5029,2003-09-16,1,2,2,169841,65,11039665
5030,2003-09-16,1,1,3,223757,75,16781775
5031,2003-09-16,1,4,5,275803,91,25098073
5032,2003-09-16,1,3,5,164908,34,5606872
5033,2003-09-17,2,4,4,1421,60,85260
5034,2003-09-17,2,1,5,65502,91,5960682
5035,2003-09-17,2,2,6,62736,51,3199536
5036,2003-09-18,3,3,5,72812,36,2621232
5037,2003-09-18,3,2,2,26266,70,1838620
5038,2003-09-18,3,2,6,39727,65,2582255
5039,2003-09-18,3,4,1,239410,51,12209910
5040,2003-09-18,3,1,4,143236,59,8450924
5041,2003-09-18,3,1,3,173915,21,3652215
5042,2003-09-18,3,1,3,119687,29,3470923
5043,2003-09-19,4,3,5,143675,40,5747000
5044,2003-09-19,4,2,1,255120,99,25256880
5045,2003-09-19,4,1,2,270786,34,9206724
5046,2003-09-19,4,1,3,122031,27,3294837
5047,2003-09-19,4,2,6,178560,37,6606720
5048,2003-09-19,4,4,4,17059,27,460593
5049,2003-09-22,0,1,4,237172,37,8775364
5050,2003-09-22,0,1,3,254360,27,6867720
5051,2003-09-22,0,1,5,170949,31,5299419
5052,2003-09-22,0,1,1,196787,97,19088339
5053,2003-09-23,1,2,1,79354,29,2301266
5054,2003-09-23,1,4,5,63801,27,1722627
5055,2003-09-23,1,1,6,269570,51,13748070
5056,2003-09-23,1,3,2,159063,40,6362520
5057,2003-09-23,1,3,4,189231,31,5866161
5058,2003-09-23,1,4,3,95974,82,7869868
5059,2003-09-25,3,1,3,79697,24,1912728
5060,2003-09-25,3,2,5,142731,85,12132135
5061,2003-09-25,3,1,1,228485,96,21934560
5062,2003-09-25,3,4,6,41120,35,1439200
5063,2003-09-25,3,1,2,94462,98,9257276
5064,2003-09-25,3,1,4,135188,94,12707672
5065,2003-09-26,4,4,2,165151,25,4128775
5066,2003-09-26,4,4,2,111755,90,10057950
5067,2003-09-26,4,2,3,181761,81,14722641
5068,2003-09-26,4,4,4,208986,20,4179720
5069,2003-09-29,0,3,2,208692,31,6469452
5070,2003-09-29,0,3,1,71115,20,1422300
5071,2003-09-29,0,2,5,277468,63,17480484
5072,2003-09-29,0,4,6,291937,74,21603338
5073,2003-09-29,0,2,3,155891,26,4053166
5074,2003-09-29,0,4,3,192371,97,18659987
5075,2003-09-29,0,3,4,280514,59,16550326
5076,2003-09-29,0,3,1,119728,41,4908848
5077,2003-09-30,1,3,3,248271,84,20854764
5078,2003-09-30,1,3,4,160727,76,12215252
5079,2003-09-30,1,4,1,77012,25,1925300
5080,2003-09-30,1,1,5,44612,21,936852
5081,2003-09-30,1,4,6,162230,99,16060770
5082,2003-09-30,1,1,5,118123,87,10276701
5083,2003-09-30,1,2,5,113582,34,3861788
5084,2003-09-30,1,1,2,251531,87,21883197
5085,2003-10-01,2,1,2,267513,60,16050780
5086,2003-10-01,2,1,5,98236,41,4027676
5087,2003-10-01,2,3,1,242843,46,11170778
5088,2003-10-01,2,3,4,31564,86,2714504
5089,2003-10-02,3,2,2,128500,78,10023000
5090,2003-10-02,3,4,6,241877,62,14996374
5091,2003-10-02,3,3,3,58966,71,4186586
5092,2003-10-02,3,3,5,191642,76,14564792
5093,2003-10-02,3,4,1,75049,59,4427891
5094,2003-10-02,3,2,4,176992,54,9557568
5095,2003-10-02,3,2,4,252892,61,15426412
5096,2003-10-03,4,2,1,73852,92,6794384
5097,2003-10-03,4,2,4,201800,49,9888200
5098,2003-10-03,4,3,5,134322,49,6581778
5099,2003-10-03,4,2,2,97481,96,9358176
5100,2003-10-03,4,3,3,128956,72,9284832
5101,2003-10-03,4,3,6,181137,36,6520932
5102,2003-10-06,0,1,4,56266,40,2250640
5103,2003-10-06,0,2,3,187365,23,4309395
5104,2003-10-06,0,4,5,207947,38,7901986
5105,2003-10-06,0,4,6,69671,20,1393420
5106,2003-10-06,0,3,2,53303,66,3517998
5107,2003-10-06,0,2,1,256256,85,21781760
5108,2003-10-06,0,2,6,281412,89,25045668
5109,2003-10-07,1,2,4,130904,42,5497968
5110,2003-10-07,1,4,3,260076,88,22886688
5111,2003-10-08,2,1,2,107828,78,8410584
5112,2003-10-08,2,4,5,168813,40,6752520
5113,2003-10-08,2,4,5,265503,97,25753791
5114,2003-10-08,2,2,4,193824,68,13180032
5115,2003-10-08,2,3,1,221600,66,14625600
5116,2003-10-08,2,1,2,11437,81,926397
5117,2003-10-09,3,4,3,94602,86,8135772
5118,2003-10-09,3,2,5,60485,26,1572610
5119,2003-10-09,3,1,2,106368,88,9360384
5120,2003-10-09,3,4,1,128316,79,10136964
5121,2003-10-09,3,1,6,151233,31,4688223
5122,2003-10-09,3,4,4,83179,37,3077623
5123,2003-10-10,4,2,4,158568,27,4281336
5124,2003-10-10,4,1,1,196160,59,11573440
5125,2003-10-10,4,3,3,239074,41,9802034
5126,2003-10-10,4,1,2,133724,99,13238676
5127,2003-10-10,4,3,6,14403,36,518508
5128,2003-10-10,4,2,5,125946,44,5541624
5129,2003-10-10,4,4,5,58245,38,2213310
5130,2003-10-14,1,3,3,88719,92,8162148
5131,2003-10-14,1,4,4,13879,95,1318505
5132,2003-10-14,1,1,1,172065,32,5506080
5133,2003-10-14,1,1,6,230732,42,9690744
5134,2003-10-14,1,4,2,120218,29,3486322
5135,2003-10-14,1,3,5,53064,84,4457376
5136,2003-10-15,2,4,2,146614,63,9236682
5137,2003-10-15,2,2,4,221897,81,17973657
5138,2003-10-15,2,1,6,264913,42,11126346
5139,2003-10-15,2,1,5,265142,30,7954260
5140,2003-10-15,2,4,1,117131,99,11595969
5141,2003-10-15,2,3,3,218624,99,21643776
5142,2003-10-16,3,2,3,251914,35,8816990
5143,2003-10-16,3,1,5,235870,92,21700040
5144,2003-10-16,3,1,6,61961,24,1487064
5145,2003-10-16,3,4,6,213223,54,11514042
5146,2003-10-16,3,1,1,101528,71,7208488
5147,2003-10-16,3,3,2,259297,58,15039226
5148,2003-10-16,3,1,4,201564,66,13303224
5149,2003-10-17,4,1,3,28864,66,1905024
5150,2003-10-17,4,3,1,51342,89,4569438
5151,2003-10-17,4,2,2,153266,23,3525118
5152,2003-10-17,4,3,4,239984,58,13919072
5153,2003-10-17,4,3,5,49817,24,1195608
5154,2003-10-17,4,4,6,267102,39,10416978
5155,2003-10-20,0,3,2,73666,54,3977964
5156,2003-10-20,0,1,5,204048,66,13467168
5157,2003-10-20,0,2,1,232869,66,15369354
5158,2003-10-20,0,3,1,137402,61,8381522
5159,2003-10-20,0,4,6,80114,50,4005700
5160,2003-10-20,0,4,4,36629,89,3259981
5161,2003-10-21,1,2,5,74885,49,3669365
5162,2003-10-22,2,2,1,135268,84,11362512
5163,2003-10-22,2,1,3,90863,68,6178684
5164,2003-10-22,2,2,5,293260,64,18768640
5165,2003-10-22,2,1,6,24031,31,744961
5166,2003-10-22,2,3,4,261739,80,20939120
5167,2003-10-23,3,2,6,131430,24,3154320
5168,2003-10-23,3,1,3,89252,51,4551852
5169,2003-10-23,3,1,4,6320,76,480320
5170,2003-10-23,3,1,1,156218,63,9841734
5171,2003-10-23,3,4,2,220967,64,14141888
5172,2003-10-27,0,4,5,105588,53,5596164
5173,2003-10-28,1,2,2,299772,35,10492020
5174,2003-10-28,1,1,3,81716,97,7926452
5175,2003-10-28,1,3,6,172472,63,10865736
5176,2003-10-28,1,4,4,38048,80,3043840
5177,2003-10-28,1,4,4,64479,66,4255614
5178,2003-10-29,2,1,3,254368,69,17551392
5179,2003-10-29,2,4,4,151229,94,14215526
5180,2003-10-29,2,4,2,177991,47,8365577
5181,2003-10-29,2,2,2,192879,83,16008957
5182,2003-10-29,2,2,6,30770,44,1353880
5183,2003-10-29,2,1,1,159499,44,7017956
5184,2003-10-29,2,1,5,86652,45,3899340
5185,2003-10-31,4,3,5,298562,48,14330976
5186,2003-10-31,4,3,1,64311,83,5337813
5187,2003-10-31,4,4,2,270003,43,11610129
5188,2003-10-31,4,3,6,24726,57,1409382
5189,2003-10-31,4,1,3,236991,22,5213802
5190,2003-10-31,4,2,4,23833,35,834155
5191,2003-10-31,4,4,3,199437,76,15157212
5192,2003-11-03,0,4,6,233698,52,12152296
5193,2003-11-03,0,1,3,16564,58,960712
5194,2003-11-04,1,4,5,183057,90,16475130
5195,2003-11-04,1,2,2,253050,61,15436050
5196,2003-11-05,2,3,6,29020,84,2437680
5197,2003-11-05,2,2,4,105734,20,2114680
5198,2003-11-05,2,4,4,24240,63,1527120
5199,2003-11-06,3,2,6,48832,80,3906560
5200,2003-11-06,3,1,1,199053,26,5175378
5201,2003-11-06,3,1,2,238351,68,16207868
5202,2003-11-06,3,4,1,138082,92,12703544
5203,2003-11-06,3,2,5,56934,95,5408730
5204,2003-11-06,3,1,3,115183,65,7486895
5205,2003-11-06,3,4,4,229957,25,5748925
5206,2003-11-06,3,3,3,92321,44,4062124
5207,2003-11-07,4,1,5,280729,73,20493217
5208,2003-11-07,4,3,4,121642,77,9366434
5209,2003-11-10,0,2,5,265997,34,9043898
5210,2003-11-10,0,2,6,181786,64,11634304
5211,2003-11-11,1,4,3,273280,60,16396800
5212,2003-11-11,1,1,1,218496,33,7210368
5213,2003-11-11,1,3,1,91445,59,5395255
5214,2003-11-11,1,1,1,262285,31,8130835
5215,2003-11-11,1,4,5,112325,57,6402525
5216,2003-11-11,1,1,2,223108,40,8924320
5217,2003-11-11,1,2,4,239382,20,4787640
5218,2003-11-11,1,4,4,89234,52,4640168
5219,2003-11-12,2,3,2,26779,41,1097939
5220,2003-11-12,2,1,6,299961,71,21297231
5221,2003-11-12,2,4,1,175384,62,10873808
5222,2003-11-12,2,3,3,265841,84,22330644
5223,2003-11-12,2,3,5,168713,87,14678031
5224,2003-11-12,2,1,4,207393,42,8710506
5225,2003-11-13,3,1,3,166079,89,14781031
5226,2003-11-13,3,4,4,72160,61,4401760
5227,2003-11-13,3,2,5,62545,81,5066145
5228,2003-11-13,3,2,2,261152,85,22197920
5229,2003-11-13,3,3,6,129140,81,10460340
5230,2003-11-13,3,1,2,8513,28,238364
5231,2003-11-14,4,2,5,218639,31,6777809
5232,2003-11-14,4,2,1,59926,72,4314672
5233,2003-11-14,4,1,1,235545,57,13426065
5234,2003-11-14,4,1,3,105308,62,6529096
5235,2003-11-17,0,2,2,141950,94,13343300
5236,2003-11-17,0,3,6,87897,39,3427983
5237,2003-11-17,0,1,1,172293,24,4135032
5238,2003-11-17,0,4,4,67610,72,4867920
5239,2003-11-17,0,1,3,149098,85,12673330
5240,2003-11-17,0,4,5,50764,87,4416468
5241,2003-11-17,0,2,5,30967,67,2074789
5242,2003-11-19,2,1,1,294673,38,11197574
5243,2003-11-19,2,3,6,130776,92,12031392
5244,2003-11-19,2,1,4,270420,55,14873100
5245,2003-11-19,2,4,5,7729,61,471469
5246,2003-11-19,2,2,3,177616,37,6571792
5247,2003-11-19,2,2,2,223427,87,19438149
5248,2003-11-20,3,3,2,46914,60,2814840
5249,2003-11-20,3,3,5,3529,23,81167
5250,2003-11-20,3,4,4,35195,79,2780405
5251,2003-11-20,3,2,2,94014,73,6863022
5252,2003-11-21,4,2,5,83538,29,2422602
5253,2003-11-21,4,2,4,15554,53,824362
5254,2003-11-21,4,4,3,35459,54,1914786
5255,2003-11-21,4,4,2,285329,97,27676913
5256,2003-11-21,4,3,6,255529,95,24275255
5257,2003-11-24,0,2,5,209918,70,14694260
5258,2003-11-24,0,4,4,57497,24,1379928
5259,2003-11-24,0,4,6,169334,88,14901392
5260,2003-11-24,0,4,1,237327,90,21359430
5261,2003-11-24,0,3,3,72896,69,5029824
5262,2003-11-25,1,3,4,7231,75,542325
5263,2003-11-25,1,2,6,248850,29,7216650
5264,2003-11-26,2,3,3,111172,55,6114460
5265,2003-11-26,2,4,2,145059,32,4641888
5266,2003-11-26,2,3,4,192988,37,7140556
5267,2003-11-27,3,4,5,100667,52,5234684
5268,2003-11-27,3,1,1,68466,70,4792620
5269,2003-11-27,3,3,2,102599,44,4514356
5270,2003-11-27,3,2,6,220461,76,16755036
5271,2003-11-27,3,4,4,187072,81,15152832
5272,2003-11-28,4,2,6,143118,64,9159552
5273,2003-11-28,4,2,2,181078,69,12494382
5274,2003-12-01,0,2,6,110219,78,8597082
5275,2003-12-01,0,1,1,280350,49,13737150
5276,2003-12-01,0,4,4,108763,28,3045364
5277,2003-12-01,0,1,5,133081,56,7452536
5278,2003-12-01,0,4,2,28387,60,1703220
5279,2003-12-01,0,2,3,147195,51,7506945
5280,2003-12-03,2,3,6,140172,56,7849632
5281,2003-12-03,2,3,2,295966,84,24861144
5282,2003-12-03,2,2,4,8687,34,295358
5283,2003-12-03,2,3,5,53895,26,1401270
5284,2003-12-03,2,4,1,94197,71,6687987
5285,2003-12-03,2,3,4,47198,50,2359900
5286,2003-12-03,2,4,4,228005,48,10944240
5287,2003-12-03,2,2,3,35545,84,2985780
5288,2003-12-04,3,4,1,76215,71,5411265
5289,2003-12-04,3,4,6,268402,45,12078090
5290,2003-12-04,3,3,3,115412,33,3808596
5291,2003-12-04,3,3,2,138742,21,2913582
5292,2003-12-04,3,2,4,218921,58,12697418
5293,2003-12-04,3,4,5,179944,62,11156528
5294,2003-12-04,3,3,2,58609,27,1582443
5295,2003-12-04,3,4,6,215718,49,10570182
5296,2003-12-05,4,3,1,223245,56,12501720
5297,2003-12-05,4,3,4,24536,41,1005976
5298,2003-12-05,4,2,3,127394,77,9809338
5299,2003-12-05,4,4,6,177910,40,7116400
5300,2003-12-05,4,2,2,141723,96,13605408
5301,2003-12-08,0,1,6,156850,84,13175400
5302,2003-12-08,0,4,1,80808,58,4686864
5303,2003-12-08,0,2,4,28403,56,1590568
5304,2003-12-08,0,1,2,210343,65,13672295
5305,2003-12-08,0,1,5,8497,61,518317
5306,2003-12-08,0,4,3,299032,56,16745792
5307,2003-12-09,1,1,3,241432,48,11588736
5308,2003-12-09,1,2,6,38437,29,1114673
5309,2003-12-09,1,1,1,245298,20,4905960
5310,2003-12-09,1,1,1,250591,37,9271867
5311,2003-12-09,1,4,2,51902,72,3736944
5312,2003-12-09,1,1,1,114060,84,9581040
5313,2003-12-09,1,4,4,241406,65,15691390
5314,2003-12-09,1,3,4,253253,76,19247228
5315,2003-12-09,1,1,5,78833,50,3941650
5316,2003-12-10,2,4,1,70186,61,4281346
5317,2003-12-11,3,1,3,2150,99,212850
5318,2003-12-11,3,4,5,189354,51,9657054
5319,2003-12-11,3,3,2,264074,48,12675552
5320,2003-12-12,4,1,1,88542,36,3187512
5321,2003-12-12,4,1,2,213821,44,9408124
5322,2003-12-12,4,3,4,107491,44,4729604
5323,2003-12-12,4,3,4,199108,69,13738452
5324,2003-12-12,4,1,6,186417,67,12489939
5325,2003-12-12,4,2,3,46309,28,1296652
5326,2003-12-12,4,1,3,178873,32,5723936
5327,2003-12-15,0,3,4,290805,55,15994275
5328,2003-12-15,0,3,5,295959,52,15389868
5329,2003-12-15,0,1,1,157176,43,6758568
5330,2003-12-15,0,3,3,9765,66,644490
5331,2003-12-15,0,2,2,294360,30,8830800
5332,2003-12-15,0,3,2,271620,76,20643120
5333,2003-12-15,0,1,5,44570,93,4145010
5334,2003-12-15,0,2,6,277758,36,9999288
5335,2003-12-16,1,2,2,267731,44,11780164
5336,2003-12-16,1,2,5,26369,80,2109520
5337,2003-12-16,1,3,6,297818,36,10721448
5338,2003-12-16,1,1,3,11889,96,1141344
5339,2003-12-16,1,1,4,74887,97,7264039
5340,2003-12-16,1,2,1,88673,40,3546920
5341,2003-12-18,3,3,1,230442,47,10830774
5342,2003-12-18,3,4,2,189835,88,16705480
5343,2003-12-18,3,3,6,196856,58,11417648
5344,2003-12-18,3,2,5,151996,81,12311676
5345,2003-12-18,3,2,4,20214,75,1516050
5346,2003-12-18,3,3,3,103931,64,6651584
5347,2003-12-19,4,3,2,214160,55,11778800
5348,2003-12-19,4,1,5,187003,86,16082258
5349,2003-12-19,4,4,1,14790,80,1183200
5350,2003-12-19,4,1,3,21601,48,1036848
5351,2003-12-19,4,1,6,62307,36,2243052
5352,2003-12-22,0,3,1,140412,69,9688428
5353,2003-12-22,0,4,6,236468,62,14661016
5354,2003-12-22,0,4,3,99703,41,4087823
5355,2003-12-22,0,2,1,58028,43,2495204
5356,2003-12-22,0,4,5,205436,56,11504416
5357,2003-12-22,0,1,2,9314,91,847574
5358,2003-12-22,0,2,4,239923,58,13915534
5359,2003-12-23,1,3,4,190119,26,4943094
5360,2003-12-23,1,1,6,170555,35,5969425
5361,2003-12-23,1,4,3,112870,44,4966280
5362,2003-12-23,1,3,5,214862,68,14610616
5363,2003-12-23,1,4,2,167353,82,13722946
5364,2003-12-24,2,3,1,142864,70,10000480
5365,2003-12-24,2,2,4,215224,32,6887168
5366,2003-12-24,2,2,6,82735,89,7363415
5367,2003-12-24,2,2,3,40757,34,1385738
5368,2003-12-24,2,1,2,32168,45,1447560
5369,2003-12-24,2,2,5,155886,79,12314994
5370,2003-12-24,2,1,4,147816,92,13599072
5371,2003-12-25,3,1,1,148912,44,6552128
5372,2003-12-25,3,4,5,11380,80,910400
5373,2003-12-25,3,3,4,252202,58,14627716
5374,2003-12-25,3,2,3,61270,74,4533980
5375,2003-12-25,3,2,2,284485,24,6827640
5376,2003-12-26,4,2,1,20575,95,1954625
5377,2003-12-26,4,2,2,21296,49,1043504
5378,2003-12-26,4,1,6,260571,53,13810263
5379,2003-12-26,4,3,4,214016,66,14125056
5380,2003-12-26,4,4,5,110055,98,10785390
5381,2003-12-29,0,2,2,110476,62,6849512
5382,2003-12-29,0,1,4,192201,53,10186653
5383,2003-12-29,0,2,6,215271,24,5166504
5384,2003-12-29,0,2,3,275141,47,12931627
5385,2003-12-29,0,1,1,293178,74,21695172
5386,2003-12-29,0,3,5,73958,56,4141648
5387,2003-12-30,1,1,2,117588,56,6584928
5388,2003-12-30,1,3,4,36835,24,884040
5389,2003-12-31,2,4,1,108237,30,3247110
5390,2003-12-31,2,1,4,173334,78,13520052
5391,2003-12-31,2,2,5,222277,49,10891573
5392,2003-12-31,2,2,2,57029,86,4904494
5393,2003-12-31,2,3,3,35835,63,2257605
5394,2004-01-01,3,4,6,119880,82,9830160
5395,2004-01-02,4,2,5,38398,69,2649462
5396,2004-01-02,4,2,1,173533,80,13882640
5397,2004-01-02,4,2,6,200138,98,19613524
5398,2004-01-02,4,1,4,113925,89,10139325
5399,2004-01-05,0,4,4,73442,68,4994056
5400,2004-01-05,0,4,1,201430,82,16517260
5401,2004-01-05,0,4,5,20297,44,893068
5402,2004-01-05,0,1,3,191728,27,5176656
5403,2004-01-05,0,1,6,231572,68,15746896
5404,2004-01-05,0,1,1,35320,49,1730680
5405,2004-01-06,1,4,1,245503,78,19149234
5406,2004-01-06,1,4,2,198397,55,10911835
5407,2004-01-06,1,1,4,200223,23,4605129
5408,2004-01-06,1,3,5,195587,78,15255786
5409,2004-01-06,1,2,6,69943,32,2238176
5410,2004-01-06,1,1,3,104316,45,4694220
5411,2004-01-06,1,3,4,240597,24,5774328
5412,2004-01-07,2,1,3,14705,79,1161695
5413,2004-01-07,2,3,2,87906,89,7823634
5414,2004-01-07,2,1,6,276163,45,12427335
5415,2004-01-07,2,4,1,164600,97,15966200
5416,2004-01-07,2,2,5,11060,53,586180
5417,2004-01-07,2,1,4,138950,78,10838100
5418,2004-01-12,0,2,1,239134,88,21043792
5419,2004-01-12,0,3,5,44069,41,1806829
5420,2004-01-12,0,1,4,270974,58,15716492
